"","subject","activity","tBodyAcc-mean()-X.mn","tBodyAcc-mean()-X.n","tBodyAcc-mean()-Y.mn","tBodyAcc-mean()-Y.n","tBodyAcc-mean()-Z.mn","tBodyAcc-mean()-Z.n","tBodyAcc-std()-X.mn","tBodyAcc-std()-X.n","tBodyAcc-std()-Y.mn","tBodyAcc-std()-Y.n","tBodyAcc-std()-Z.mn","tBodyAcc-std()-Z.n","tGravityAcc-mean()-X.mn","tGravityAcc-mean()-X.n","tGravityAcc-mean()-Y.mn","tGravityAcc-mean()-Y.n","tGravityAcc-mean()-Z.mn","tGravityAcc-mean()-Z.n","tGravityAcc-std()-X.mn","tGravityAcc-std()-X.n","tGravityAcc-std()-Y.mn","tGravityAcc-std()-Y.n","tGravityAcc-std()-Z.mn","tGravityAcc-std()-Z.n","tBodyAccJerk-mean()-X.mn","tBodyAccJerk-mean()-X.n","tBodyAccJerk-mean()-Y.mn","tBodyAccJerk-mean()-Y.n","tBodyAccJerk-mean()-Z.mn","tBodyAccJerk-mean()-Z.n","tBodyAccJerk-std()-X.mn","tBodyAccJerk-std()-X.n","tBodyAccJerk-std()-Y.mn","tBodyAccJerk-std()-Y.n","tBodyAccJerk-std()-Z.mn","tBodyAccJerk-std()-Z.n","tBodyGyro-mean()-X.mn","tBodyGyro-mean()-X.n","tBodyGyro-mean()-Y.mn","tBodyGyro-mean()-Y.n","tBodyGyro-mean()-Z.mn","tBodyGyro-mean()-Z.n","tBodyGyro-std()-X.mn","tBodyGyro-std()-X.n","tBodyGyro-std()-Y.mn","tBodyGyro-std()-Y.n","tBodyGyro-std()-Z.mn","tBodyGyro-std()-Z.n","tBodyGyroJerk-mean()-X.mn","tBodyGyroJerk-mean()-X.n","tBodyGyroJerk-mean()-Y.mn","tBodyGyroJerk-mean()-Y.n","tBodyGyroJerk-mean()-Z.mn","tBodyGyroJerk-mean()-Z.n","tBodyGyroJerk-std()-X.mn","tBodyGyroJerk-std()-X.n","tBodyGyroJerk-std()-Y.mn","tBodyGyroJerk-std()-Y.n","tBodyGyroJerk-std()-Z.mn","tBodyGyroJerk-std()-Z.n","tBodyAccMag-mean().mn","tBodyAccMag-mean().n","tBodyAccMag-std().mn","tBodyAccMag-std().n","tGravityAccMag-mean().mn","tGravityAccMag-mean().n","tGravityAccMag-std().mn","tGravityAccMag-std().n","tBodyAccJerkMag-mean().mn","tBodyAccJerkMag-mean().n","tBodyAccJerkMag-std().mn","tBodyAccJerkMag-std().n","tBodyGyroMag-mean().mn","tBodyGyroMag-mean().n","tBodyGyroMag-std().mn","tBodyGyroMag-std().n","tBodyGyroJerkMag-mean().mn","tBodyGyroJerkMag-mean().n","tBodyGyroJerkMag-std().mn","tBodyGyroJerkMag-std().n","fBodyAcc-mean()-X.mn","fBodyAcc-mean()-X.n","fBodyAcc-mean()-Y.mn","fBodyAcc-mean()-Y.n","fBodyAcc-mean()-Z.mn","fBodyAcc-mean()-Z.n","fBodyAcc-std()-X.mn","fBodyAcc-std()-X.n","fBodyAcc-std()-Y.mn","fBodyAcc-std()-Y.n","fBodyAcc-std()-Z.mn","fBodyAcc-std()-Z.n","fBodyAccJerk-mean()-X.mn","fBodyAccJerk-mean()-X.n","fBodyAccJerk-mean()-Y.mn","fBodyAccJerk-mean()-Y.n","fBodyAccJerk-mean()-Z.mn","fBodyAccJerk-mean()-Z.n","fBodyAccJerk-std()-X.mn","fBodyAccJerk-std()-X.n","fBodyAccJerk-std()-Y.mn","fBodyAccJerk-std()-Y.n","fBodyAccJerk-std()-Z.mn","fBodyAccJerk-std()-Z.n","fBodyGyro-mean()-X.mn","fBodyGyro-mean()-X.n","fBodyGyro-mean()-Y.mn","fBodyGyro-mean()-Y.n","fBodyGyro-mean()-Z.mn","fBodyGyro-mean()-Z.n","fBodyGyro-std()-X.mn","fBodyGyro-std()-X.n","fBodyGyro-std()-Y.mn","fBodyGyro-std()-Y.n","fBodyGyro-std()-Z.mn","fBodyGyro-std()-Z.n","fBodyAccMag-mean().mn","fBodyAccMag-mean().n","fBodyAccMag-std().mn","fBodyAccMag-std().n","fBodyBodyAccJerkMag-mean().mn","fBodyBodyAccJerkMag-mean().n","fBodyBodyAccJerkMag-std().mn","fBodyBodyAccJerkMag-std().n","fBodyBodyGyroMag-mean().mn","fBodyBodyGyroMag-mean().n","fBodyBodyGyroMag-std().mn","fBodyBodyGyroMag-std().n","fBodyBodyGyroJerkMag-mean().mn","fBodyBodyGyroJerkMag-mean().n","fBodyBodyGyroJerkMag-std().mn","fBodyBodyGyroJerkMag-std().n"
"24",13,"WALKING",  0.2745697,201.0000000, -0.01833379,201.00000000, -0.10816728,201.00000000, -0.6850158,201.0000000, -0.57051638,201.00000000, -0.5661269,201.0000000,  0.7406735,201.0000000, -0.10665774,201.00000000,  0.01491050,201.00000000, -0.9665998,201.0000000, -0.9541395,201.0000000, -0.9310280,201.0000000,  0.08149344,201.00000000, 1.473662e-03, 2.010000e+02,-1.925722e-02, 2.010000e+02, -0.7049403,201.0000000, -0.6710711,201.0000000, -0.7252781,201.0000000,-5.050022e-02, 2.010000e+02, -0.06958010,201.00000000,  0.11224704,201.00000000, -0.7739037,201.0000000, -0.64184924,201.00000000, -0.6835038,201.0000000, -0.08946161,201.00000000, -0.04382667,201.00000000, -0.05843672,201.00000000, -0.7895376,201.0000000, -0.6774632,201.0000000, -0.7991754,201.0000000, -0.6046924,201.0000000, -0.6498795,201.0000000, -0.6046924,201.0000000, -0.6498795,201.0000000, -0.6853427,201.0000000, -0.6739075,201.0000000, -0.62285696,201.00000000, -0.6667351,201.0000000, -0.7265313,201.0000000, -0.6962331,201.0000000, -0.6957452,201.0000000, -0.60075740,201.00000000, -0.6207305,201.0000000, -0.6816754,201.0000000, -0.58368124,201.00000000, -0.5724911,201.0000000, -0.7229326,201.0000000, -0.6935169,201.0000000, -0.7119999,201.0000000, -0.7128924,201.0000000, -0.6689398,201.0000000, -0.7371496,201.0000000, -0.7368286,201.0000000, -0.6259750,201.0000000, -0.6886830,201.0000000, -0.7872601,201.0000000, -0.65613259,201.00000000, -0.7118160,201.0000000, -0.64736009,201.00000000, -0.7067582,201.0000000, -0.6686853,201.0000000, -0.6824966,201.0000000, -0.6674639,201.0000000, -0.7284562,201.0000000, -0.6923026,201.0000000, -0.7236771,201.0000000
"25", 1,"WALKING_DOWNSTAIRS",  0.2721542, 28.0000000, -0.01532645, 28.00000000, -0.09497115, 28.00000000, -0.1043889, 28.0000000, -0.01024618, 28.00000000, -0.1169024, 28.0000000,  0.9058006, 28.0000000, -0.33002665, 28.00000000, -0.09414634, 28.00000000, -0.9570486, 28.0000000, -0.9450349, 28.0000000, -0.9065792, 28.0000000,  0.06287723, 28.00000000, 2.430847e-02, 2.800000e+01,-1.618219e-02, 2.800000e+01, -0.1561140, 28.0000000, -0.1997182, 28.0000000, -0.4760505, 28.0000000, 7.936796e-03, 2.800000e+01, -0.12419457, 28.00000000,  0.07499743, 28.00000000, -0.5059273, 28.0000000, -0.07223029, 28.00000000, -0.2640490, 28.0000000, -0.12113405, 28.00000000, -0.07041645, 28.00000000, -0.01691681, 28.00000000, -0.5284691, 28.0000000, -0.3890029, 28.0000000, -0.3834010, 28.0000000, -0.0140828, 28.0000000, -0.1015155, 28.0000000, -0.0140828, 28.0000000, -0.1015155, 28.0000000, -0.2197168, 28.0000000, -0.1733639, 28.0000000, -0.09166243, 28.00000000, -0.2047495, 28.0000000, -0.4057085, 28.0000000, -0.4615124, 28.0000000, -0.1136585, 28.0000000, -0.07427828, 28.00000000, -0.2964738, 28.0000000, -0.1039481, 28.0000000, -0.04557589, 28.00000000, -0.1124522, 28.0000000, -0.1847780, 28.0000000, -0.2280885, 28.0000000, -0.4342561, 28.0000000, -0.2024787, 28.0000000, -0.2249059, 28.0000000, -0.5160960, 28.0000000, -0.4235776, 28.0000000, -0.1864054, 28.0000000, -0.1789119, 28.0000000, -0.5355301, 28.0000000, -0.03394267, 28.00000000, -0.3626654, 28.0000000, -0.06760317, 28.00000000, -0.2643499, 28.0000000, -0.1197019, 28.0000000, -0.2542989, 28.0000000, -0.2483371, 28.0000000, -0.3247067, 28.0000000, -0.4359654, 28.0000000, -0.5375596, 28.0000000
"26", 3,"WALKING_DOWNSTAIRS",  0.2734287,341.0000000, -0.01785607,341.00000000, -0.10649263,341.00000000, -0.6234136,341.0000000, -0.48001592,341.00000000, -0.6536256,341.0000000,  0.7078144,341.0000000, -0.02605905,341.00000000,  0.04809379,341.00000000, -0.9664576,341.0000000, -0.9445645,341.0000000, -0.9269663,341.0000000,  0.07017313,341.00000000, 1.446643e-02, 3.410000e+02,-5.268189e-04, 3.410000e+02, -0.6354847,341.0000000, -0.5572119,341.0000000, -0.7960662,341.0000000,-2.484907e-02, 3.410000e+02, -0.07435653,341.00000000,  0.08668755,341.00000000, -0.6992622,341.0000000, -0.76302218,341.00000000, -0.7094834,341.0000000, -0.09915546,341.00000000, -0.04019239,341.00000000, -0.05211783,341.00000000, -0.6893284,341.0000000, -0.8426599,341.0000000, -0.7430285,341.0000000, -0.5631408,341.0000000, -0.5912248,341.0000000, -0.5631408,341.0000000, -0.5912248,341.0000000, -0.6501824,341.0000000, -0.6076582,341.0000000, -0.64315012,341.00000000, -0.6740103,341.0000000, -0.7840567,341.0000000, -0.8036614,341.0000000, -0.6257333,341.0000000, -0.50177994,341.00000000, -0.6996568,341.0000000, -0.6238050,341.0000000, -0.50275364,341.00000000, -0.6574438,341.0000000, -0.6458935,341.0000000, -0.5829499,341.0000000, -0.7801016,341.0000000, -0.6578441,341.0000000, -0.5598512,341.0000000, -0.8108060,341.0000000, -0.6420977,341.0000000, -0.7751450,341.0000000, -0.6707347,341.0000000, -0.7192766,341.0000000, -0.75850529,341.00000000, -0.7510089,341.0000000, -0.57907645,341.00000000, -0.6630798,341.0000000, -0.6047521,341.0000000, -0.6156437,341.0000000, -0.7168221,341.0000000, -0.7038394,341.0000000, -0.8100855,341.0000000, -0.8100327,341.0000000
"27", 5,"WALKING_DOWNSTAIRS",  0.2791780,302.0000000, -0.01548335,302.00000000, -0.10566174,302.00000000, -0.5076910,302.0000000, -0.40272491,302.00000000, -0.6464436,302.0000000,  0.6981537,302.0000000,  0.11231311,302.00000000,  0.09216072,302.00000000, -0.9646291,302.0000000, -0.9399738,302.0000000, -0.9420787,302.0000000,  0.08410199,302.00000000, 1.765683e-03, 3.020000e+02,-2.953711e-03, 3.020000e+02, -0.5758905,302.0000000, -0.5065444,302.0000000, -0.7845620,302.0000000,-2.945169e-02, 3.020000e+02, -0.07743164,302.00000000,  0.08662671,302.00000000, -0.7099557,302.0000000, -0.70563831,302.00000000, -0.6065898,302.0000000, -0.10352288,302.00000000, -0.04906245,302.00000000, -0.05062582,302.00000000, -0.6625813,302.0000000, -0.7741143,302.0000000, -0.5646808,302.0000000, -0.4608664,302.0000000, -0.5216235,302.0000000, -0.4608664,302.0000000, -0.5216235,302.0000000, -0.5893139,302.0000000, -0.5890313,302.0000000, -0.60277028,302.00000000, -0.6640784,302.0000000, -0.7073835,302.0000000, -0.7341875,302.0000000, -0.5512377,302.0000000, -0.44023243,302.00000000, -0.6961718,302.0000000, -0.4928299,302.0000000, -0.42216217,302.00000000, -0.6493512,302.0000000, -0.6047699,302.0000000, -0.5509920,302.0000000, -0.7687624,302.0000000, -0.5840136,302.0000000, -0.4915004,302.0000000, -0.7988356,302.0000000, -0.6322393,302.0000000, -0.7170622,302.0000000, -0.5373291,302.0000000, -0.7357386,302.0000000, -0.70229039,302.00000000, -0.6693537,302.0000000, -0.52850302,302.00000000, -0.5942595,302.0000000, -0.5731762,302.0000000, -0.6134851,302.0000000, -0.6773558,302.0000000, -0.7157311,302.0000000, -0.7488293,302.0000000, -0.7356106,302.0000000
"28", 6,"WALKING_DOWNSTAIRS",  0.2723766,325.0000000, -0.01756970,325.00000000, -0.11599454,325.00000000, -0.5050861,325.0000000, -0.36840367,325.00000000, -0.6725120,325.0000000,  0.6887021,325.0000000,  0.01620555,325.00000000,  0.04752000,325.00000000, -0.9588987,325.0000000, -0.9509349,325.0000000, -0.9379102,325.0000000,  0.08138336,325.00000000, 4.792811e-04, 3.250000e+02,-2.258963e-03, 3.250000e+02, -0.5314683,325.0000000, -0.4544375,325.0000000, -0.7389552,325.0000000,-4.336118e-02, 3.250000e+02, -0.07061291,325.00000000,  0.09731303,325.00000000, -0.6538007,325.0000000, -0.62625207,325.00000000, -0.5999102,325.0000000, -0.08291600,325.00000000, -0.04549210,325.00000000, -0.05336103,325.00000000, -0.5460100,325.0000000, -0.6776360,325.0000000, -0.5269083,325.0000000, -0.4647700,325.0000000, -0.4837906,325.0000000, -0.4647700,325.0000000, -0.4837906,325.0000000, -0.5514137,325.0000000, -0.5029351,325.0000000, -0.54949485,325.00000000, -0.5798378,325.0000000, -0.6219362,325.0000000, -0.6444745,325.0000000, -0.5061749,325.0000000, -0.39204141,325.00000000, -0.6837259,325.0000000, -0.5066803,325.0000000, -0.39667779,325.00000000, -0.6943652,325.0000000, -0.5493943,325.0000000, -0.5035590,325.0000000, -0.7208672,325.0000000, -0.5553462,325.0000000, -0.4378375,325.0000000, -0.7557511,325.0000000, -0.5372014,325.0000000, -0.6211887,325.0000000, -0.5076042,325.0000000, -0.6928624,325.0000000, -0.63323623,325.00000000, -0.6730203,325.0000000, -0.47397492,325.00000000, -0.5709103,325.0000000, -0.4948823,325.0000000, -0.5167113,325.0000000, -0.5791301,325.0000000, -0.6573687,325.0000000, -0.6518869,325.0000000, -0.6601759,325.0000000
"29", 7,"WALKING_DOWNSTAIRS",  0.2702117,308.0000000, -0.01879049,308.00000000, -0.11249238,308.00000000, -0.5775183,308.0000000, -0.54640337,308.00000000, -0.4564736,308.0000000,  0.6812891,308.0000000, -0.04202215,308.00000000,  0.03421607,308.00000000, -0.9565382,308.0000000, -0.9553126,308.0000000, -0.9233047,308.0000000,  0.08318296,308.00000000, 7.609098e-03, 3.080000e+02,-7.917257e-03, 3.080000e+02, -0.6151314,308.0000000, -0.6229974,308.0000000, -0.6643369,308.0000000,-5.187169e-02, 3.080000e+02, -0.06460771,308.00000000,  0.09776717,308.00000000, -0.6871555,308.0000000, -0.65240866,308.00000000, -0.6633408,308.0000000, -0.09420374,308.00000000, -0.04144014,308.00000000, -0.06103079,308.00000000, -0.7017312,308.0000000, -0.6749201,308.0000000, -0.7508087,308.0000000, -0.5113120,308.0000000, -0.5106699,308.0000000, -0.5113120,308.0000000, -0.5106699,308.0000000, -0.6228158,308.0000000, -0.5505602,308.0000000, -0.58189990,308.00000000, -0.5986708,308.0000000, -0.7131913,308.0000000, -0.6580178,308.0000000, -0.5930113,308.0000000, -0.56354779,308.00000000, -0.5310059,308.0000000, -0.5723475,308.0000000, -0.56704698,308.00000000, -0.4607921,308.0000000, -0.6375219,308.0000000, -0.6416873,308.0000000, -0.6425157,308.0000000, -0.6267857,308.0000000, -0.6285316,308.0000000, -0.6848564,308.0000000, -0.6437676,308.0000000, -0.6304193,308.0000000, -0.6550834,308.0000000, -0.7038836,308.0000000, -0.67116192,308.00000000, -0.6989495,308.0000000, -0.51832388,308.00000000, -0.5838198,308.0000000, -0.5533600,308.0000000, -0.5506833,308.0000000, -0.6288773,308.0000000, -0.6509236,308.0000000, -0.6688792,308.0000000, -0.6689634,308.0000000
"30", 8,"WALKING_DOWNSTAIRS",  0.2798889,102.0000000, -0.01440371,102.00000000, -0.10983795,102.00000000, -0.7238061,102.0000000, -0.53608727,102.00000000, -0.7385883,102.0000000,  0.6113564,102.0000000,  0.17481297,102.00000000,  0.17229759,102.00000000, -0.9740315,102.0000000, -0.9557048,102.0000000, -0.9531411,102.0000000,  0.07096133,102.00000000, 4.102675e-03, 1.020000e+02,-8.650864e-03, 1.020000e+02, -0.7263129,102.0000000, -0.5953137,102.0000000, -0.8120819,102.0000000,-3.352182e-02, 1.020000e+02, -0.06884432,102.00000000,  0.08179943,102.00000000, -0.7118955,102.0000000, -0.71118737,102.00000000, -0.7406856,102.0000000, -0.10407411,102.00000000, -0.03459477,102.00000000, -0.06067061,102.00000000, -0.7182985,102.0000000, -0.7908826,102.0000000, -0.8025740,102.0000000, -0.6578412,102.0000000, -0.6872087,102.0000000, -0.6578412,102.0000000, -0.6872087,102.0000000, -0.6939709,102.0000000, -0.6981266,102.0000000, -0.63788563,102.00000000, -0.6983016,102.0000000, -0.7677073,102.0000000, -0.8023358,102.0000000, -0.7176360,102.0000000, -0.55233664,102.00000000, -0.7505192,102.0000000, -0.7267713,102.0000000, -0.55750781,102.00000000, -0.7532008,102.0000000, -0.7349926,102.0000000, -0.6364335,102.0000000, -0.7970966,102.0000000, -0.7420419,102.0000000, -0.5783232,102.0000000, -0.8255182,102.0000000, -0.6671157,102.0000000, -0.7261774,102.0000000, -0.7356760,102.0000000, -0.7272608,102.0000000, -0.70567188,102.00000000, -0.7667966,102.0000000, -0.66126550,102.00000000, -0.7530643,102.0000000, -0.6821687,102.0000000, -0.7219471,102.0000000, -0.7161677,102.0000000, -0.7392492,102.0000000, -0.7936543,102.0000000, -0.8288331,102.0000000
"31", 1,"WALKING_UPSTAIRS",  0.2651301,319.0000000, -0.01855901,319.00000000, -0.10897579,319.00000000, -0.5845395,319.0000000, -0.39909290,319.00000000, -0.5365041,319.0000000,  0.7307416,319.0000000, -0.06083472,319.00000000,  0.08695308,319.00000000, -0.9601062,319.0000000, -0.9516874,319.0000000, -0.9275062,319.0000000,  0.07834083,319.00000000, 1.591343e-02, 3.190000e+02,-8.486619e-03, 3.190000e+02, -0.5570762,319.0000000, -0.4941724,319.0000000, -0.7384997,319.0000000,-2.340546e-02, 3.190000e+02, -0.08490166,319.00000000,  0.08725310,319.00000000, -0.7024103,319.0000000, -0.48422428,319.00000000, -0.6267642,319.0000000, -0.09500350,319.00000000, -0.03919736,319.00000000, -0.04979217,319.00000000, -0.6474102,319.0000000, -0.6560181,319.0000000, -0.6892733,319.0000000, -0.4922141,319.0000000, -0.5318182,319.0000000, -0.4922141,319.0000000, -0.5318182,319.0000000, -0.5740210,319.0000000, -0.5459900,319.0000000, -0.50908750,319.00000000, -0.5257409,319.0000000, -0.6600398,319.0000000, -0.6687751,319.0000000, -0.5686056,319.0000000, -0.43559031,319.00000000, -0.6227380,319.0000000, -0.5924812,319.0000000, -0.42039577,319.00000000, -0.5324755,319.0000000, -0.5791733,319.0000000, -0.5318550,319.0000000, -0.7182185,319.0000000, -0.5739548,319.0000000, -0.4874356,319.0000000, -0.7573273,319.0000000, -0.6407426,319.0000000, -0.5333010,319.0000000, -0.5864108,319.0000000, -0.7234250,319.0000000, -0.46457420,319.00000000, -0.6757385,319.0000000, -0.51451018,319.00000000, -0.6182685,319.0000000, -0.5323750,319.0000000, -0.5670603,319.0000000, -0.5601646,319.0000000, -0.5878066,319.0000000, -0.6644037,319.0000000, -0.6988239,319.0000000
"32",13,"WALKING_UPSTAIRS",  0.2780114,126.0000000, -0.01656044,126.00000000, -0.11067949,126.00000000, -0.5288569,126.0000000, -0.25467517,126.00000000, -0.6208959,126.0000000,  0.6610595,126.0000000,  0.06092179,126.00000000,  0.09118598,126.00000000, -0.9683342,126.0000000, -0.9525854,126.0000000, -0.9510111,126.0000000,  0.07616247,126.00000000, 7.717694e-03, 1.260000e+02,-1.327688e-03, 1.260000e+02, -0.5335228,126.0000000, -0.4079905,126.0000000, -0.7335177,126.0000000,-6.541465e-02, 1.260000e+02, -0.04902913,126.00000000,  0.07752020,126.00000000, -0.6213196,126.0000000, -0.65191714,126.00000000, -0.5792622,126.0000000, -0.08597524,126.00000000, -0.04449362,126.00000000, -0.05800890,126.00000000, -0.5981008,126.0000000, -0.7852316,126.0000000, -0.5747938,126.0000000, -0.4364671,126.0000000, -0.5132440,126.0000000, -0.4364671,126.0000000, -0.5132440,126.0000000, -0.5299508,126.0000000, -0.5086973,126.0000000, -0.51478720,126.00000000, -0.5879173,126.0000000, -0.6907526,126.0000000, -0.7372977,126.0000000, -0.5480053,126.0000000, -0.32231377,126.00000000, -0.6441025,126.0000000, -0.5231755,126.0000000, -0.26940626,126.00000000, -0.6413837,126.0000000, -0.5598208,126.0000000, -0.4594876,126.0000000, -0.7089681,126.0000000, -0.5486497,126.0000000, -0.3917425,126.0000000, -0.7570653,126.0000000, -0.5339169,126.0000000, -0.6809364,126.0000000, -0.5116572,126.0000000, -0.6507450,126.0000000, -0.64183534,126.00000000, -0.6442321,126.0000000, -0.49831042,126.00000000, -0.5992808,126.0000000, -0.5093636,126.0000000, -0.5127132,126.0000000, -0.6279161,126.0000000, -0.6336234,126.0000000, -0.7435632,126.0000000, -0.7483486,126.0000000
"33",18,"WALKING_UPSTAIRS",  0.2763242,364.0000000, -0.01728315,364.00000000, -0.10811225,364.00000000, -0.6946169,364.0000000, -0.62711751,364.00000000, -0.7015960,364.0000000,  0.7168632,364.0000000, -0.01578200,364.00000000,  0.08999017,364.00000000, -0.9801387,364.0000000, -0.9695420,364.0000000, -0.9594342,364.0000000,  0.07748092,364.00000000, 1.288504e-02, 3.640000e+02, 8.485451e-04, 3.640000e+02, -0.7346445,364.0000000, -0.7329692,364.0000000, -0.8472578,364.0000000,-3.739938e-02, 3.640000e+02, -0.06782001,364.00000000,  0.09084029,364.00000000, -0.8045337,364.0000000, -0.77736171,364.00000000, -0.7456125,364.0000000, -0.09440296,364.00000000, -0.04416919,364.00000000, -0.05684826,364.00000000, -0.8428935,364.0000000, -0.8840505,364.0000000, -0.8386147,364.0000000, -0.6583710,364.0000000, -0.6896719,364.0000000, -0.6583710,364.0000000, -0.6896719,364.0000000, -0.7539047,364.0000000, -0.7452128,364.0000000, -0.71473567,364.00000000, -0.7757791,364.0000000, -0.8598999,364.0000000, -0.8885653,364.0000000, -0.7142278,364.0000000, -0.66365967,364.00000000, -0.7612292,364.0000000, -0.6878505,364.0000000, -0.63283824,364.00000000, -0.6948741,364.0000000, -0.7500201,364.0000000, -0.7441134,364.0000000, -0.8330321,364.0000000, -0.7425179,364.0000000, -0.7391978,364.0000000, -0.8601690,364.0000000, -0.7877576,364.0000000, -0.8163859,364.0000000, -0.7559268,364.0000000, -0.8121752,364.0000000, -0.75966555,364.00000000, -0.7663817,364.0000000, -0.69773286,364.00000000, -0.7339041,364.0000000, -0.7423238,364.0000000, -0.7501900,364.0000000, -0.8162866,364.0000000, -0.7897777,364.0000000, -0.8846630,364.0000000, -0.9022068,364.0000000
"34",20,"WALKING_UPSTAIRS",  0.2684258,354.0000000, -0.01759130,354.00000000, -0.10802915,354.00000000, -0.6048467,354.0000000, -0.36933671,354.00000000, -0.6347873,354.0000000,  0.6280406,354.0000000, -0.03730595,354.00000000,  0.10723076,354.00000000, -0.9582019,354.0000000, -0.9525068,354.0000000, -0.9409815,354.0000000,  0.07981813,354.00000000, 2.209287e-03, 3.540000e+02,-4.506119e-03, 3.540000e+02, -0.6270988,354.0000000, -0.5271746,354.0000000, -0.7473626,354.0000000,-2.424888e-02, 3.540000e+02, -0.07894484,354.00000000,  0.08562806,354.00000000, -0.6845863,354.0000000, -0.57367738,354.00000000, -0.5272780,354.0000000, -0.09498218,354.00000000, -0.04143561,354.00000000, -0.05430013,354.00000000, -0.6983541,354.0000000, -0.6842807,354.0000000, -0.6367159,354.0000000, -0.5172574,354.0000000, -0.5723258,354.0000000, -0.5172574,354.0000000, -0.5723258,354.0000000, -0.6196988,354.0000000, -0.5886443,354.0000000, -0.51686124,354.00000000, -0.5800236,354.0000000, -0.6840485,354.0000000, -0.6835037,354.0000000, -0.6126411,354.0000000, -0.42639872,354.00000000, -0.6650069,354.0000000, -0.6031489,354.0000000, -0.38153403,354.00000000, -0.6475156,354.0000000, -0.6522642,354.0000000, -0.5577913,354.0000000, -0.7328356,354.0000000, -0.6347101,354.0000000, -0.5259076,354.0000000, -0.7605091,354.0000000, -0.6264454,354.0000000, -0.5910397,354.0000000, -0.5184445,354.0000000, -0.7044818,354.0000000, -0.56758861,354.00000000, -0.5750022,354.0000000, -0.56027889,354.00000000, -0.6483062,354.0000000, -0.5845714,354.0000000, -0.5973510,354.0000000, -0.6069709,354.0000000, -0.6358163,354.0000000, -0.6926381,354.0000000, -0.6946800,354.0000000
"35",24,"WALKING_UPSTAIRS",  0.2767670,381.0000000, -0.01768225,381.00000000, -0.10791450,381.00000000, -0.6754592,381.0000000, -0.58249066,381.00000000, -0.6364975,381.0000000,  0.6949813,381.0000000,  0.07295097,381.00000000,  0.06232277,381.00000000, -0.9753297,381.0000000, -0.9608982,381.0000000, -0.9557246,381.0000000,  0.07847350,381.00000000, 3.969003e-03, 3.810000e+02,-7.009606e-03, 3.810000e+02, -0.7403005,381.0000000, -0.6859798,381.0000000, -0.7363742,381.0000000,-2.125781e-02, 3.810000e+02, -0.07824402,381.00000000,  0.08417404,381.00000000, -0.7761990,381.0000000, -0.76336546,381.00000000, -0.7082517,381.0000000, -0.09982942,381.00000000, -0.03907494,381.00000000, -0.05529877,381.00000000, -0.7644900,381.0000000, -0.7927187,381.0000000, -0.7968165,381.0000000, -0.6200327,381.0000000, -0.6508621,381.0000000, -0.6200327,381.0000000, -0.6508621,381.0000000, -0.7136674,381.0000000, -0.6893912,381.0000000, -0.68244721,381.00000000, -0.7429831,381.0000000, -0.7916466,381.0000000, -0.7889979,381.0000000, -0.7076138,381.0000000, -0.61150904,381.00000000, -0.6558590,381.0000000, -0.6643567,381.0000000, -0.59467679,381.00000000, -0.6553605,381.0000000, -0.7522454,381.0000000, -0.7036416,381.0000000, -0.7196557,381.0000000, -0.7513782,381.0000000, -0.6882805,381.0000000, -0.7516287,381.0000000, -0.7226074,381.0000000, -0.7537105,381.0000000, -0.7094886,381.0000000, -0.7940635,381.0000000, -0.77196981,381.00000000, -0.7357499,381.0000000, -0.65012187,381.00000000, -0.7059284,381.0000000, -0.6968456,381.0000000, -0.6824471,381.0000000, -0.7541316,381.0000000, -0.7820763,381.0000000, -0.7950192,381.0000000, -0.7961573,381.0000000
